// Structured Hypixel item data - based wholly on the Hypixel Bazaar v0.15
    // VALUE, KEY
    // Referenced as Internal_name, Display_name within Program.cs
// Category->Sub-Category->Item

// Categories Completed :3
    // Farming - Done
    // Mining - Done
    // Combat - Done
    // Woods & Fishes - Done
    // Oddities - Done
    // Oddities - Enchanted Books - Done
    // Oddities - Ultimate Enchantments - Done

_farming,wheat_and_seeds,wheat
_farming,_wheat_and_seeds,enchanted_bread
_farming,_wheat_and_seeds,hay_block
_farming,_wheat_and_seeds,enchated_hay_block
_farming,_wheat_and_seeds,tightly_tied_hay_bale
_farming,_wheat_and_seeds,seeds
_farming,_wheat_and_seeds,enchated_seeds


_farming,_carrot,CARROT_ITEM
_farming,_carrot,ENCHANTED_CARROT
_farming,_carrot,ENCHANTED_CARROT_STICK
_farming,_carrot,ENCHANTED_GOLDEN_CARROT

_farming,_potato,POTATO_ITEM
_farming,_potato,ENCHANTED_POTATO
_farming,_potato,ENCHANTED_BAKED_POTATO

_farming,_pumpkin,PUMPKIN
_farming,_pumpkin,ENCHANTED_PUMPKIN
_farming,_pumpkin,POLISHED_PUMPKIN

_farming,_melon,MELON
_farming,_melon,ENCHANTED_MELON
_farming,_melon,ENCHANTED_GLISTERING_MELON
_farming,_melon,MELON_BLOCK
_farming,_melon,ENCHANTED_MELON_BLOCK

_farming,_mushroom,RED_MUSHROOM
_farming,_mushroom,ENCHANTED_RED_MUSHROOM
_farming,_mushroom,HUGE_MUSHROOM_2
_farming,_mushroom,ENCHANTED_HUGE_MUSHROOM_2
_farming,_mushroom,BROWN_MUSHROOM
_farming,_mushroom,ENCHANTED_BROWN_MUSHROOM
_farming,_mushroom,HUGE_MUSHROOM_1
_farming,_mushroom,ENCHANTED_HUGE_MUSHROOM_1

_farming,_cocoa_beans,INK_SACK:3
_farming,_cocoa_beans,ENCHANTED_COCOA
_farming,_cocoa_beans,ENCHANTED_COOKIE

_farming_cactus,CACTUS
_farming_cactus,ENCHANTED_CACTUS_GREEN
_farming_cactus,ENCHANTED_CACTUS

_farming,_sugar_cane,SUGAR_CANE
_farming,_sugar_cane,ENCHANTED_SUGAR
_farming,_sugar_cane,ENCHANTED_PAPER
_farming,_sugar_cane,ENCHANTED_SUGAR_CANE

_farming,_leather_and_beef,LEATHER
_farming,_leather_and_beef,ENCHANTED_LEATHER
_farming,_leather_and_beef,RAW_BEEF
_farming,_leather_and_beef,ENCHANTED_RAW_BEEF

_farming,_pork,PORK
_farming,_pork,ENCHANTED_PORK
_farming,_pork,ENCHANTED_GRILLED_PORK

_farming,_chicken_and_feather,RAW_CHICKEN
_farming,_chicken_and_feather,ENCHANTED_RAW_CHICKEN
_farming,_chicken_and_feather,ENCHANTED_CAKE
_farming,_chicken_and_feather,FEATHER
_farming,_chicken_and_feather,ENCHANTED_FEATHER
_farming,_chicken_and_feather,ENCHANTED_EGG
_farming,_chicken_and_feather,SUPER_EGG
_farming,_chicken_and_feather,OMEGA_EGG

_farming,_mutton,MUTTON
_farming,_mutton,ENCHANTED_MUTTON
_farming,_mutton,ENCHANTED_COOKED_MUTTON


_farming,_rabbit,RABBIT
_farming,_rabbit,ENCHANTED_RABBIT
_farming,_rabbit,RABBIT_FOOT
_farming,_rabbit,RABBIT_HIDE
_farming,_rabbit,ENCHANTED_RABBIT_FOOT
_farming,_rabbit,ENCHANTED_RABBIT_HIDE

_farming,_nether_warts,NETHER_STALK
_farming,_nether_warts,ENCHANTED_NETHER_STALK
_farming,_nether_warts,MUTANT_NETHER_STALK

_farming,_mycelium,MYCEL
_farming,_mycelium,ENCHANTED_MYCELIUM
_farming,_mycelium,ENCHANTED_MYCELIUM_CUBE

_mining,_cobblestone,COBBLESTONE
_mining,_cobblestone,ENCHANTED_COBBLESTONE

_mining,_coal,COAL
_mining,_coal,ENCHANTED_COAL
_mining,_coal,ENCHANTED_CHARCOAL
_mining,_coal,ENCHANTED_COAL_BLOCK

_mining,_iron,IRON_INGOT
_mining,_iron,ENCHANTED_IRON
_mining,_iron,ENCHANTED_IRON_BLOCK

_mining,_gold,GOLD_INGOT
_mining,_gold,ENCHANTED_GOLD
_mining,_gold,ENCHANTED_GOLD_BLOCK

_mining,_diamond,DIAMOND
_mining,_diamond,ENCHANTED_DIAMOND
_mining,_diamond,ENCHANTED_DIAMOND_BLOCK
_mining,_diamond,REFINED_DIAMOND

_mining,_lapis,INK_SACK:4
_mining,_lapis,ENCHANTED_LAPIS_LAZULI
_mining,_lapis,ENCHANTED_LAPIS_LAZULI_BLOCK

_mining,_gemstones,ROUGH_JADE_GEM
_mining,_gemstones,ROUGH_AMBER_GEM
_mining,_gemstones,ROUGH_TOPAZ_GEM
_mining,_gemstones,ROUGH_SAPPHIRE_GEM
_mining,_gemstones,ROUGH_AMETHYST_GEM
_mining,_gemstones,ROUGH_JASPER_GEM
_mining,_gemstones,ROUGH_RUBY_GEM
_mining,_gemstones,ROUGH_OPAL_GEM
_mining,_gemstones,FLAWED_JADE_GEM
_mining,_gemstones,FLAWED_AMBER_GEM
_mining,_gemstones,FLAWED_TOPAZ_GEM
_mining,_gemstones,FLAWED_SAPPHIRE_GEM
_mining,_gemstones,FLAWED_AMETHYST_GEM
_mining,_gemstones,FLAWED_JASPER_GEM
_mining,_gemstones,FLAWED_RUBY_GEM
_mining,_gemstones,FLAWED_OPAL_GEM
_mining,_gemstones,FINE_JADE_GEM
_mining,_gemstones,FINE_AMBER_GEM
_mining,_gemstones,FINE_TOPAZ_GEM
_mining,_gemstones,FINE_SAPPHIRE_GEM
_mining,_gemstones,FINE_AMETHYST_GEM
_mining,_gemstones,FINE_JASPER_GEM
_mining,_gemstones,PERFECT_JADE_GEM
_mining,_gemstones,PERFECT_AMBER_GEM
_mining,_gemstones,PERFECT_TOPAZ_GEM
_mining,_gemstones,PERFECT_SAPPHIRE_GEM
_mining,_gemstones,PERFECT_AMETHYST_GEM
